name                                                                                             ,category ,location                  ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,visitors ,image ,latitude ,longitude
Masjid Sultan Suriansyah                                                                         ,Bangunan ,Kota Banjarmasin          ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-329.431 ,  114.576
Rumah Adat Banjar Gajah Baliku                                                                   ,Bangunan ,Kab. Banjar               ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-33.775  ,  114.834
Masjid Al Mukarramah Banua Halat                                                                 ,Bangunan ,Kab. Tapin                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-291.323 ,  115.153
Masjid Suada                                                                                     ,Bangunan ,Kab. Hulu Sungai Selatan  ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-280.989 ,  115.218
Masjid Kyai Gede                                                                                 ,Bangunan ,Kab. Kotawaringin Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-248.575 ,  111.444
Astana Al-Nursari                                                                                ,Bangunan ,Kab. Kotawaringin Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-248.577 ,  111.443
Rumah Pangeran Adipati Mangkubumi                                                                ,Bangunan ,Kab. Kotawaringin Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-267.799 ,  111.636
Keraton Sambaliung                                                                               ,Bangunan ,Kab. Berau                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,216.444  ,  117.499
Istana Kutai Tenggarong                                                                          ,Bangunan ,Kab. Kutai Kartanegara    ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-41.325  ,  116.991
Istana Gunung Tabur                                                                              ,Bangunan ,Kab. Berau                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,215.976  ,  117.492
Istana Pasir Balengkong dan Masjid Balengkong                                                    ,Bangunan ,Kab. Paser                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-194.788 ,  116.211
Masjid Kasimuddin                                                                                ,Bangunan ,Kab. Bulungan             ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,283.007  ,  117.358
Situs Kutai Purba                                                                                ,Situs    ,Kab. Kutai Timur          ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,123.106  ,  117.743
Masjid Jamik                                                                                     ,Bangunan ,Kota Pangkal Pinang       ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-212.958 ,  106.112
Gereja Kathedral Santo Yoseph                                                                    ,Bangunan ,Kota Pangkal Pinang       ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-212.718 ,  106.117
Eks. Kantor Pusat PN. Timah                                                                      ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-206.228 ,  105.166
Wisma Ranggam                                                                                    ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-205.895 ,  105.163
Pesanggrahan Menumbing                                                                           ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-201.692 ,  105.18
Klenteng Kong Fuk Nio                                                                            ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-206.684 ,  105.161
Rumah Mayor China                                                                                ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-207.012 ,  105.162
Masjid Jami                                                                                      ,Bangunan ,Kab. Bangka Barat         ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-206.657 ,  105.162
Situs Taman Purbakala Pugungraharjo                                                              ,Situs    ,Kab. Lampung Timur        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-530.067 ,  105.571
Situs Megalitik Kebon Tebu/Batu Berak                                                            ,Situs    ,Kab. Lampung Barat        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-505.168 ,  104.53
Situs Megalitik Batu Jagur                                                                       ,Situs    ,Kab. Lampung Barat        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-506.194 ,  104.536
Situs Megalitik Batu Bedil                                                                       ,Situs    ,Kab. Tanggamus            ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-531.094 ,  104.702
Situs Prasasti Batu Bedil                                                                        ,Situs    ,Kab. Tanggamus            ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-53.106  ,  104.701
Situs Megalitik Batu Gajah                                                                       ,Situs    ,Kab. Tanggamus            ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-53.021  ,  104.683
Situs Prasasti Palas Pasemah                                                                     ,Situs    ,Kab. Lampung Selatan      ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-568.333 ,  105.667
Benteng Niew Victoria                                                                            ,Bangunan ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-369.165 ,  128.182
Benteng Belgica                                                                                  ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-452.609 ,  129.899
Benteng Beverwijk                                                                                ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-364.545 ,  128.765
Rumah Pengasingan Bung Hatta                                                                     ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-45.274  ,  129.9
Rumah Pengasingan Dr. Cipto Mangunkusumo                                                         ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-452.852 ,  129.903
Istana Mini                                                                                      ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-452.885 ,  129.901
Benteng Nieuw Zeelandia/ Benteng Haruku                                                          ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-360.612 ,  128.417
Benteng Hoorn/Pelauw                                                                             ,Bangunan ,Kab. Maluku Tengah        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-351.724 ,  128.473
Situs Gunung Sirimau                                                                             ,Situs    ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-371.222 ,  128.221
Kubu Pertahanan Air Salobar                                                                      ,Struktur ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-371.061 ,  128.154
Kubu Pertahanan Latuhalat                                                                        ,Struktur ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-378.546 ,  128.096
Tugu Doland                                                                                      ,Struktur ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-370.679 ,  128.174
Masjid Tua Djami                                                                                 ,Bangunan ,Kota Ambon                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-369.755 ,  128.178
